Protein Group	SubGroup	Protein	Protein ID	Entry Name	Gene Names	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Unique Stripped Peptides	Summarized Total Spectral Count	Summarized Unique Spectral Count	Summarized Razor Spectral Count	aspirin_1 Total Spectral Count	aspirin_1 Unique Spectral Count	aspirin_1 Razor Spectral Count	aspirin_1 Total Ion Count	aspirin_1 Unique Ion Count	aspirin_1 Razor Ion Count	aspirin_1 Total Intensity	aspirin_1 Unique Intensity	aspirin_1 Razor Intensity	aspirin_2 Total Spectral Count	aspirin_2 Unique Spectral Count	aspirin_2 Razor Spectral Count	aspirin_2 Total Ion Count	aspirin_2 Unique Ion Count	aspirin_2 Razor Ion Count	aspirin_2 Total Intensity	aspirin_2 Unique Intensity	aspirin_2 Razor Intensity	aspirin_3 Total Spectral Count	aspirin_3 Unique Spectral Count	aspirin_3 Razor Spectral Count	aspirin_3 Total Ion Count	aspirin_3 Unique Ion Count	aspirin_3 Razor Ion Count	aspirin_3 Total Intensity	aspirin_3 Unique Intensity	aspirin_3 Razor Intensity	control_1 Total Spectral Count	control_1 Unique Spectral Count	control_1 Razor Spectral Count	control_1 Total Ion Count	control_1 Unique Ion Count	control_1 Razor Ion Count	control_1 Total Intensity	control_1 Unique Intensity	control_1 Razor Intensity	control_2 Total Spectral Count	control_2 Unique Spectral Count	control_2 Razor Spectral Count	control_2 Total Ion Count	control_2 Unique Ion Count	control_2 Razor Ion Count	control_2 Total Intensity	control_2 Unique Intensity	control_2 Razor Intensity	control_3 Total Spectral Count	control_3 Unique Spectral Count	control_3 Razor Spectral Count	control_3 Total Ion Count	control_3 Unique Ion Count	control_3 Razor Ion Count	control_3 Total Intensity	control_3 Unique Intensity	control_3 Razor Intensity	Indistinguishable Proteins
1942	a	sp|Q8WUF5|IASPP_HUMAN	Q8WUF5	IASPP_HUMAN	PPP1R13L	828	6.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	RelA-associated inhibitor	1.0000	0.9990	3	4	4	4	2	2	2	2	2	2	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
1943	a	sp|Q8WUH6|TM263_HUMAN	Q8WUH6	TM263_HUMAN	TMEM263	116	44.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transmembrane protein 263	1.0000	0.9990	4	11	11	11	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	3	3	3	3	3	3	1.1975312E8	1.1975312E8	1.1975312E8	3	3	3	2	2	2	1.16719672E8	1.16719672E8	1.16719672E8	2	2	2	0	0	0	0.0	0.0	0.0	
1944	a	sp|Q8WUK0|PTPM1_HUMAN	Q8WUK0	PTPM1_HUMAN	PTPMT1	201	16.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1	1.0000	0.9990	3	8	8	8	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	4	4	4	3	3	3	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	
1945	a	sp|Q8WUM0|NU133_HUMAN	Q8WUM0	NU133_HUMAN	NUP133	1156	25.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nuclear pore complex protein Nup133	1.0000	0.9990	19	93	93	93	17	17	17	13	13	13	2.96531904E8	2.96531904E8	2.96531904E8	16	16	16	8	8	8	3.5305808E8	3.5305808E8	3.5305808E8	15	15	15	6	6	6	3.48844128E8	3.48844128E8	3.48844128E8	17	17	17	8	8	8	4.1834672E8	4.1834672E8	4.1834672E8	14	14	14	8	8	8	2.9633456E8	2.9633456E8	2.9633456E8	14	14	14	5	5	5	3.088608E8	3.088608E8	3.088608E8	
1946	a	sp|Q8WUM4|PDC6I_HUMAN	Q8WUM4	PDC6I_HUMAN	PDCD6IP	868	34.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Programmed cell death 6-interacting protein	1.0000	0.9990	23	152	152	152	25	25	25	14	14	14	8.688103E8	8.688103E8	8.688103E8	21	21	21	12	12	12	5.04892576E8	5.04892576E8	5.04892576E8	19	19	19	13	13	13	3.90361184E8	3.90361184E8	3.90361184E8	23	23	23	13	13	13	5.389168E8	5.389168E8	5.389168E8	40	40	40	22	22	22	6.3250112E8	6.3250112E8	6.3250112E8	24	24	24	13	13	13	5.779296E8	5.779296E8	5.779296E8	
1947	a	sp|Q8WUR7|CO040_HUMAN	Q8WUR7	CO040_HUMAN	C15orf40	153	9.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	UPF0235 protein C15orf40	1.0000	0.9990	1	4	4	4	2	2	2	2	2	2	4.3478268E7	4.3478268E7	4.3478268E7	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	2	2	2	2	2	2	4.3808776E7	4.3808776E7	4.3808776E7	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
1948	a	sp|Q8WUW1|BRK1_HUMAN	Q8WUW1	BRK1_HUMAN	BRK1	75	28.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein BRICK1	1.0000	0.9990	3	5	5	5	5	5	5	4	4	4	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
1949	a	sp|Q8WUX9|CHMP7_HUMAN	Q8WUX9	CHMP7_HUMAN	CHMP7	453	15.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Charged multivesicular body protein 7	1.0000	0.9990	5	41	41	41	5	5	5	5	5	5	1.28517656E8	1.28517656E8	1.28517656E8	5	5	5	2	2	2	3.377312E8	3.377312E8	3.377312E8	9	9	9	3	3	3	4.9016016E8	4.9016016E8	4.9016016E8	9	9	9	3	3	3	4.88566496E8	4.88566496E8	4.88566496E8	4	4	4	2	2	2	1.77188256E8	1.77188256E8	1.77188256E8	9	9	9	2	2	2	3.31176064E8	3.31176064E8	3.31176064E8	
1950	a	sp|Q8WV24|PHLA1_HUMAN	Q8WV24	PHLA1_HUMAN	PHLDA1	401	5.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pleckstrin homology-like domain family A member 1	1.0000	0.9990	4	9	9	9	2	2	2	2	2	2	0.0	0.0	0.0	2	2	2	2	2	2	1.05103328E8	1.05103328E8	1.05103328E8	1	1	1	2	2	2	8.1494752E7	8.1494752E7	8.1494752E7	3	3	3	2	2	2	1.27217216E8	1.27217216E8	1.27217216E8	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
1951	a	sp|Q8WVB6|CTF18_HUMAN	Q8WVB6	CTF18_HUMAN	CHTF18	975	9.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Chromosome transmission fidelity protein 18 homolog	1.0000	0.9990	7	27	27	27	4	4	4	4	4	4	1.6233912E8	1.6233912E8	1.6233912E8	3	3	3	4	4	4	5.3736988E7	5.3736988E7	5.3736988E7	4	4	4	3	3	3	9.9895928E7	9.9895928E7	9.9895928E7	12	12	12	6	6	6	1.3033628E8	1.3033628E8	1.3033628E8	3	3	3	2	2	2	1.45594832E8	1.45594832E8	1.45594832E8	1	1	1	0	0	0	0.0	0.0	0.0	
1952	a	sp|Q8WVC0|LEO1_HUMAN	Q8WVC0	LEO1_HUMAN	LEO1	666	8.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA polymerase-associated protein LEO1	1.0000	0.9990	3	5	5	5	4	4	4	3	3	3	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
1953	a	sp|Q8WVJ2|NUDC2_HUMAN	Q8WVJ2	NUDC2_HUMAN	NUDCD2	157	19.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	NudC domain-containing protein 2	1.0000	0.9990	2	7	7	7	2	2	2	2	2	2	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	
1954	a	sp|Q8WVK2|SNR27_HUMAN	Q8WVK2	SNR27_HUMAN	SNRNP27	155	22.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein	1.0000	0.9990	2	2	2	2	2	2	2	2	2	2	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
1955	a	sp|Q8WVM0|TFB1M_HUMAN	Q8WVM0	TFB1M_HUMAN	TFB1M	346	8.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dimethyladenosine transferase 1, mitochondrial	1.0000	0.9990	2	2	2	2	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
1956	a	sp|Q8WVM8|SCFD1_HUMAN	Q8WVM8	SCFD1_HUMAN	SCFD1	642	23.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sec1 family domain-containing protein 1	1.0000	0.9990	8	43	43	43	11	11	11	10	10	10	7.1292058E8	7.1292058E8	7.1292058E8	4	4	4	4	4	4	4.31136448E8	4.31136448E8	4.31136448E8	5	5	5	3	3	3	5.5824813E8	5.5824813E8	5.5824813E8	11	11	11	6	6	6	7.5009702E8	7.5009702E8	7.5009702E8	6	6	6	3	3	3	8.1214093E8	8.1214093E8	8.1214093E8	6	6	6	3	3	3	4.07003296E8	4.07003296E8	4.07003296E8	
1957	a	sp|Q8WVV9|HNRLL_HUMAN	Q8WVV9	HNRLL_HUMAN	HNRNPLL	542	9.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein L-like	1.0000	0.9990	6	30	24	24	5	4	4	4	3	3	7.7472408E7	8.7172552E7	8.7172552E7	6	5	5	4	3	3	2.37444992E8	2.32189824E8	2.32189824E8	4	3	3	4	3	3	1.94753408E8	1.46781392E8	1.46781392E8	8	7	7	5	4	4	1.92624928E8	2.53387152E8	2.53387152E8	3	2	2	4	3	3	1.54626512E8	1.16139344E8	1.16139344E8	4	3	3	4	3	3	1.45568288E8	9.7909464E7	9.7909464E7	
1958	a	sp|Q8WVX9|FACR1_HUMAN	Q8WVX9	FACR1_HUMAN	FAR1	515	18.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Fatty acyl-CoA reductase 1	1.0000	0.9990	5	7	7	7	3	3	3	3	3	3	1.03465576E8	1.03465576E8	1.03465576E8	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	3	3	3	2	2	2	1.19478968E8	1.19478968E8	1.19478968E8	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
1959	a	sp|Q8WVY7|UBCP1_HUMAN	Q8WVY7	UBCP1_HUMAN	UBLCP1	318	20.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin-like domain-containing CTD phosphatase 1	1.0000	0.9990	4	13	13	13	3	3	3	3	3	3	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	2	2	2	2	2	2	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	
1960	a	sp|Q8WW12|PCNP_HUMAN	Q8WW12	PCNP_HUMAN	PCNP	178	10.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	PEST proteolytic signal-containing nuclear protein	1.0000	0.9990	3	23	23	23	3	3	3	3	3	3	4.24477152E8	4.24477152E8	4.24477152E8	5	5	5	3	3	3	3.45501824E8	3.45501824E8	3.45501824E8	4	4	4	3	3	3	4.40016E8	4.40016E8	4.40016E8	4	4	4	3	3	3	2.9870592E8	2.9870592E8	2.9870592E8	3	3	3	3	3	3	2.6975248E8	2.6975248E8	2.6975248E8	4	4	4	3	3	3	3.81063776E8	3.81063776E8	3.81063776E8	
1961	a	sp|Q8WW33|GTSF1_HUMAN	Q8WW33	GTSF1_HUMAN	GTSF1	167	31.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Gametocyte-specific factor 1	1.0000	0.9990	6	10	10	10	4	4	4	2	2	2	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	3	3	3	4	4	4	5.0649388E7	5.0649388E7	5.0649388E7	2	2	2	2	2	2	4.5034604E7	4.5034604E7	4.5034604E7	
1962	a	sp|Q8WW59|SPRY4_HUMAN	Q8WW59	SPRY4_HUMAN	SPRYD4	207	9.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	SPRY domain-containing protein 4	1.0000	0.9990	3	15	15	15	2	2	2	0	0	0	0.0	0.0	0.0	3	3	3	0	0	0	0.0	0.0	0.0	3	3	3	0	0	0	0.0	0.0	0.0	3	3	3	0	0	0	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	
1963	a	sp|Q8WWC4|MAIP1_HUMAN	Q8WWC4	MAIP1_HUMAN	MAIP1	291	13.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	m-AAA protease-interacting protein 1, mitochondrial	1.0000	0.9990	2	9	9	9	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	
1964	a	sp|Q8WWH5|TRUB1_HUMAN	Q8WWH5	TRUB1_HUMAN	TRUB1	349	10.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Probable tRNA pseudouridine synthase 1	1.0000	0.9990	3	10	10	10	2	2	2	2	2	2	2.6210344E7	2.6210344E7	2.6210344E7	0	0	0	0	0	0	0.0	0.0	0.0	2	2	2	2	2	2	6.6078028E7	6.6078028E7	6.6078028E7	3	3	3	2	2	2	3.20667776E8	3.20667776E8	3.20667776E8	1	1	1	2	2	2	1.22097112E8	1.22097112E8	1.22097112E8	2	2	2	0	0	0	0.0	0.0	0.0	
1965	a	sp|Q8WWM7|ATX2L_HUMAN	Q8WWM7	ATX2L_HUMAN	ATXN2L	1075	16.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ataxin-2-like protein	1.0000	0.9990	11	41	40	41	5	5	5	4	4	4	2.41549696E8	2.41549696E8	2.41549696E8	7	7	7	7	7	7	1.5857376E8	1.5857376E8	1.5857376E8	5	5	5	6	6	6	1.83216576E8	1.83216576E8	1.83216576E8	6	6	6	4	4	4	1.21056872E8	1.21056872E8	1.21056872E8	9	8	9	7	7	7	1.74539728E8	1.74539728E8	1.74539728E8	9	9	9	6	6	6	1.69094832E8	1.69094832E8	1.69094832E8	
1966	a	sp|Q8WWY3|PRP31_HUMAN	Q8WWY3	PRP31_HUMAN	PRPF31	499	19.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	U4/U6 small nuclear ribonucleoprotein Prp31	1.0000	0.9990	6	10	10	10	6	6	6	4	4	4	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	
1967	a	sp|Q8WX92|NELFB_HUMAN	Q8WX92	NELFB_HUMAN	NELFB	580	7.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Negative elongation factor B	1.0000	0.9990	3	14	14	14	3	3	3	2	2	2	7.8285888E7	7.8285888E7	7.8285888E7	3	3	3	2	2	2	1.02940312E8	1.02940312E8	1.02940312E8	2	2	2	0	0	0	0.0	0.0	0.0	2	2	2	2	2	2	8.6080032E7	8.6080032E7	8.6080032E7	2	2	2	2	2	2	6.18813E7	6.18813E7	6.18813E7	2	2	2	0	0	0	0.0	0.0	0.0	
1968	a	sp|Q8WXF1|PSPC1_HUMAN	Q8WXF1	PSPC1_HUMAN	PSPC1	523	20.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Paraspeckle component 1	1.0000	0.9990	11	25	25	25	12	12	12	10	10	10	4.21665536E8	4.21665536E8	4.21665536E8	2	2	2	3	3	3	1.38318E8	1.38318E8	1.38318E8	3	3	3	5	5	5	1.11498504E8	1.11498504E8	1.11498504E8	2	2	2	2	2	2	7.6465104E7	7.6465104E7	7.6465104E7	4	4	4	4	4	4	1.45025184E8	1.45025184E8	1.45025184E8	2	2	2	2	2	2	1.14697768E8	1.14697768E8	1.14697768E8	
1969	a	sp|Q8WXG6|MADD_HUMAN	Q8WXG6	MADD_HUMAN	MADD	1647	3.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	MAP kinase-activating death domain protein	1.0000	0.9990	3	7	7	7	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	2	2	2	5.6465948E7	5.6465948E7	5.6465948E7	5	5	5	4	4	4	9.124172E7	9.124172E7	9.124172E7	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	
1970	a	sp|Q8WXH0|SYNE2_HUMAN	Q8WXH0	SYNE2_HUMAN	SYNE2	6885	0.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nesprin-2	1.0000	0.9990	4	13	9	9	0	0	0	0	0	0	0.0	0.0	0.0	2	1	1	2	0	0	2.22789408E8	0.0	0.0	3	2	2	3	2	2	2.5399136E8	3.81400736E8	3.81400736E8	3	3	3	3	3	3	2.28653008E8	3.18744864E8	3.18744864E8	2	1	1	3	2	2	1.44555904E8	1.69827728E8	1.69827728E8	3	2	2	2	0	0	1.95889632E8	0.0	0.0	
1971	a	sp|Q8WXI9|P66B_HUMAN	Q8WXI9	P66B_HUMAN	GATAD2B	593	22.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcriptional repressor p66-beta	1.0000	0.9990	4	6	6	6	3	3	3	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	
1972	a	sp|Q8WXX5|DNJC9_HUMAN	Q8WXX5	DNJC9_HUMAN	DNAJC9	260	24.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	DnaJ homolog subfamily C member 9	1.0000	0.9990	4	10	10	10	2	2	2	2	2	2	3.84091168E8	3.84091168E8	3.84091168E8	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	3	3	3	3	3	3	3.5021244E7	3.5021244E7	3.5021244E7	3	3	3	3	3	3	3.7407252E7	3.7407252E7	3.7407252E7	1	1	1	0	0	0	0.0	0.0	0.0	
1973	a	sp|Q8WY36|BBX_HUMAN	Q8WY36	BBX_HUMAN	BBX	941	1.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	HMG box transcription factor BBX	1.0000	0.9990	1	2	2	2	2	2	2	2	2	2	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
1974	a	sp|Q8WYQ5|DGCR8_HUMAN	Q8WYQ5	DGCR8_HUMAN	DGCR8	773	6.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Microprocessor complex subunit DGCR8	1.0000	0.9990	3	5	5	5	2	2	2	2	2	2	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	2	2	2	2	2	2	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
1975	a	sp|Q92466|DDB2_HUMAN	Q92466	DDB2_HUMAN	DDB2	427	17.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA damage-binding protein 2	1.0000	0.9990	7	8	8	8	4	4	4	3	3	3	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	2	2	2	2	2	2	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
1976	a	sp|Q92499|DDX1_HUMAN	Q92499	DDX1_HUMAN	DDX1	740	40.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX1	1.0000	0.9990	26	109	109	109	22	22	22	15	15	15	2.27638432E8	2.27638432E8	2.27638432E8	15	15	15	13	13	13	1.885628E8	1.885628E8	1.885628E8	14	14	14	12	12	12	1.61383232E8	1.61383232E8	1.61383232E8	22	22	22	15	15	15	1.65849808E8	1.65849808E8	1.65849808E8	18	18	18	14	14	14	1.78584112E8	1.78584112E8	1.78584112E8	18	18	18	15	15	15	1.78994928E8	1.78994928E8	1.78994928E8	
1977	a	sp|Q92520|FAM3C_HUMAN	Q92520	FAM3C_HUMAN	FAM3C	227	59.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein FAM3C	1.0000	0.9990	15	56	56	56	31	31	31	17	17	17	1.55188304E8	1.55188304E8	1.55188304E8	4	4	4	5	5	5	2.9792976E8	2.9792976E8	2.9792976E8	5	5	5	6	6	6	2.29184304E8	2.29184304E8	2.29184304E8	6	6	6	6	6	6	2.6138728E8	2.6138728E8	2.6138728E8	4	4	4	5	5	5	3.3291744E8	3.3291744E8	3.3291744E8	6	6	6	6	6	6	2.68631936E8	2.68631936E8	2.68631936E8	
1978	a	sp|Q92522|H1X_HUMAN	Q92522	H1X_HUMAN	H1-10	213	29.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone H1.10	1.0000	0.9990	8	22	22	22	12	12	12	11	11	11	7.9419032E7	7.9419032E7	7.9419032E7	2	2	2	3	3	3	8.8946648E7	8.8946648E7	8.8946648E7	2	2	2	5	5	5	5.9205396E7	5.9205396E7	5.9205396E7	4	4	4	4	4	4	5.7642472E7	5.7642472E7	5.7642472E7	2	2	2	2	2	2	1.09808208E8	1.09808208E8	1.09808208E8	0	0	0	0	0	0	0.0	0.0	0.0	
1979	a	sp|Q92530|PSMF1_HUMAN	Q92530	PSMF1_HUMAN	PSMF1	271	14.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Proteasome inhibitor PI31 subunit	1.0000	0.9990	2	5	5	5	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	2	2	2	2	2	2	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	
1980	a	sp|Q92547|TOPB1_HUMAN	Q92547	TOPB1_HUMAN	TOPBP1	1522	1.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA topoisomerase 2-binding protein 1	1.0000	0.9990	1	4	4	4	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	4	4	4	2	2	2	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
1981	a	sp|Q92552|RT27_HUMAN	Q92552	RT27_HUMAN	MRPS27	414	29.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	28S ribosomal protein S27, mitochondrial	1.0000	0.9990	10	61	61	61	8	8	8	6	6	6	1.2450696E8	1.2450696E8	1.2450696E8	13	13	13	7	7	7	2.0991568E8	2.0991568E8	2.0991568E8	8	8	8	5	5	5	2.1437056E8	2.1437056E8	2.1437056E8	13	13	13	7	7	7	2.15166528E8	2.15166528E8	2.15166528E8	7	7	7	6	6	6	1.99991952E8	1.99991952E8	1.99991952E8	12	12	12	7	7	7	2.19358E8	2.19358E8	2.19358E8	
1982	a	sp|Q92562|FIG4_HUMAN	Q92562	FIG4_HUMAN	FIG4	907	5.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Polyphosphoinositide phosphatase	1.0000	0.9990	3	3	3	3	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	2	2	2	2.2289766E7	2.2289766E7	2.2289766E7	2	2	2	2	2	2	5.4697828E7	5.4697828E7	5.4697828E7	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
1983	a	sp|Q92572|AP3S1_HUMAN	Q92572	AP3S1_HUMAN	AP3S1	193	15.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	AP-3 complex subunit sigma-1	1.0000	0.9990	4	24	24	24	8	8	8	5	5	5	8.7608314E8	8.7608314E8	8.7608314E8	3	3	3	2	2	2	2.77423776E8	2.77423776E8	2.77423776E8	2	2	2	2	2	2	1.77609056E8	1.77609056E8	1.77609056E8	5	5	5	2	2	2	7.9742048E8	7.9742048E8	7.9742048E8	3	3	3	2	2	2	3.73102112E8	3.73102112E8	3.73102112E8	3	3	3	2	2	2	3.68800896E8	3.68800896E8	3.68800896E8	
1984	a	sp|Q92597|NDRG1_HUMAN	Q92597	NDRG1_HUMAN	NDRG1	394	32.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein NDRG1	1.0000	0.9990	9	57	57	57	14	14	14	13	13	13	2.17035152E8	2.17035152E8	2.17035152E8	7	7	7	6	6	6	1.86966048E8	1.86966048E8	1.86966048E8	6	6	6	4	4	4	1.75425984E8	1.75425984E8	1.75425984E8	12	12	12	8	8	8	2.68066704E8	2.68066704E8	2.68066704E8	11	11	11	8	8	8	1.9495728E8	1.9495728E8	1.9495728E8	7	7	7	5	5	5	1.68338656E8	1.68338656E8	1.68338656E8	
1985	a	sp|Q92598|HS105_HUMAN	Q92598	HS105_HUMAN	HSPH1	858	45.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heat shock protein 105 kDa	1.0000	0.9990	30	114	90	90	32	31	31	21	21	21	9.6681248E8	2.18697888E8	2.18697888E8	19	14	14	15	13	13	5.9380883E8	1.28262512E8	1.28262512E8	13	8	8	14	11	11	5.866953E8	1.29275496E8	1.29275496E8	17	13	13	14	12	12	3.72012384E8	8.9841304E7	8.9841304E7	19	15	15	17	14	14	6.1007149E8	1.361952E8	1.361952E8	14	9	9	12	9	9	5.6746144E8	1.30878656E8	1.30878656E8	
